TXA_ITIS,TXA_Level,TXA_Name,TXA_Binomial,TXA_Parent,TXA_Author,TXA_Year,TXA_CAAB,USER,TXA_Time,TXA_Group,TXA_ReleaseDate,TXA_ExpReleaseDate,TXA_Created_At,TXA_Updated_At,TXA_WoRMsID,TXA_ProfileStatus,created,created_by,updated,updated_by
-924,136,Amphilepidida,NA,157325,NA,NA,NA,NA,NA,Echinoderms,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-923,142,Heterotilapia,NA,169809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-922,142,Coptodon,NA,169770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-920,142,Pelmatotilapia,NA,169770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-916,142,Faxonius,NA,97336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-914,140,Xenocyprinidae,NA,163342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-913,140,Tincidae,NA,163347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-912,140,Tincidae,NA,163347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-910,140,Tincidae,NA,162846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-907,140,Leuciscidae,NA,162846,NA,NA,NA,NA,NA,Fishes,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-906,142,Melanothamnus,NA,13439,Diaz-Tapa et al. 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-905,143,ocellaris,Amphiprion ocellaris,-904,Cuvier,1830,NA,NA,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-904,142,Amphiprion,NA,170044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-903,143,sp.,Pyropia sp.,11540,Lindstrom,2018,NA,NA,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-902,143,dabryanus,Paramisgurnus dabryanus,-900,Dabry de Thiersant,1872,NA,NA,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-900,142,Paramisgurnus,NA,163976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-898,143,japonica,Mazzaella japonica,-897,Hommersand,1993,NA,NA,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-897,142,Mazzaella,NA,12090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-892,143,olonga,Clavelina oblonga,158864,Herdmann,1880,NA,NA,NA,Tunicates,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-891,143,japonica,Mya japonica,-59,Jay,1857,NA,NA,NA,Mollusks-Bivalves,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-889,143,brodiei,Leptosiphonia brodiei,-1007,(Dillwyn) Savoie & G.W.Saunders 2019,1809,NA,NA,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-888,143,koreana,Pyropia koreana,11540,Hwang & Lee,1994,NA,NA,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-887,143,caerulescens,Hedera caerulescens,-886,Conti-Jerpe &Freshwater,2017,NA,NA,NA,Cnidarians-Anthozoans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-886,142,Hedera,NA,-885,Conti-Jerpe & Freshwater,2017,NA,NA,NA,Cnidarians-Anthozoans,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-885,140,Alcyoniidae,NA,-668,Lamouroux,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-883,143,parvulus,Pyrgophorus parvulus,-882,(Guilding),1828,NA,NA,NA,Mollusks-Gastropods,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-882,142,Pyrgophorus,NA,-881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-881,140,Cochliopidae,NA,566851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-879,142,Rocio,NA,169770,"Schmitter-Soto, 2007a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-878,142,Mayaheros,NA,169770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-877,143,canaliculata,Pomacea canaliculata,70342,Lamarck,1822,NA,NA,NA,Mollusks-Gastropods,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-876,143,japonicus,Neastymachus japonicus,-875,Tachikawa,1970,NA,NA,NA,Arthropoda-Insects,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-875,142,Neastymachus,NA,-874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-874,140,Encyrtidae,NA,153658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-873,143,biwakoensis,Nipponaclerda biwakoensis,-872,Kuwana,1907,NA,NA,NA,Arthropoda-Insects,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-872,142,Nipponaclerda,NA,-871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-871,140,Aclerdidae,NA,103359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-870,143,punctata,Timarete punctata sp. A,-869,"Seixas, Zanol, Magalhaes, Paiva",2017,NA,NA,NA,Annelids-Polychaetes,2014-02-01,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-869,140,Cirratulidae,NA,555672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-868,143,minutus,Spirobranchus minutus,68315,"(Rioja, 1941)",1941,NA,NA,NA,Annelids-Polychaetes,2013-01-01,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-867,143,balboensis,Protula balboensis,65258,"Monro, 1933",NA,NA,NA,NA,Annelids-Polychaetes,2014-02-01,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-865,142,Protula,NA,68232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-862,143,marina,Paralia marina,-861,(W.Smith) Heiberg,1863,NA,NA,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-861,142,Paralia,NA,-859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-859,136,Melosirales,NA,590736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-857,143,cyanomos,Neopomacentrus cyanomos,-856,Bleeker,1856,NA,NA,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-856,142,Neopomacentrus,NA,170044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-855,143,zonangulus,Procambarus zonangulus,97490,"Hobbs and Hobbs, 1990",1990,NA,NA,NA,Crustaceans-Crayfish,2014-02-01,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-854,143,anguinea,Polyandrocarpa anguinea,159416,Sluiter,1998,NA,NA,NA,Tunicates,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-852,143,sungminbooi,Ceramium sungminbooi,12978, Hughey & Boo,2016,NA,NA,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-851,143,sebae,Monodactylus sebae,-850,Cuvier,1829,NA,NA,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-850,142,Monodactylus,NA,-849,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-849,140,Monodactylidae,NA,167640,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-848,143,polyacanthus,Acanthochromis polyacanthus,-847,Bleeker,1855,NA,NA,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-847,142,Acanthochromis,NA,170044,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-846,143,nippon,Cervus nippon,-844,Temminck,1838,NA,NA,NA,Mammals,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-844,142,Cervus,NA,-843,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-843,136,Artiodactyla,NA,179913,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-842,143,parva,Anchoa parva,-839,"(Meek &amp; Hildebrand, 1923)",1923,NA,NA,NA,Fishes,2017-09-27,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-839,142,Anchoa,NA,-837,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-837,140,Engraulidae,NA,161694,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-836,143,punctata,Protemblemaria punctata,-834,Cervigón,1966,NA,NA,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-834,142,Protemblemaria,NA,-1040,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-833,143,tagatzi,Rhizodomus tagatzi,-831,Strelkow and Wirketis 1950,1950,NA,NA,NA,Protozoans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-831,142,Rhizodomus,NA,-830,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-830,136,Tintinnida,NA,-829,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-829,134,Choreotrichia,NA,46211,NA,NA,NA,NA,NA,Protozoans,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-828,139,Pyramidelloidea,NA,-824,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-827,143,pacei,Cyclothyca pacei,-825,Petuch 1987,1891,NA,NA,NA,Mollusks-Gastropods,2017-06-21,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-826,142,Cyclothyca,NA,-825,Stearns 1890,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-825,140,Amathinidae,NA,-828,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-824,136,Heterobranchia,NA,69459,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-823,143,vandyensis,Thylacodes vandyensis,-822,"Bieler, Rawlings & Collins 2017",2017,NA,NA,NA,Mollusks-Gastropods,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-822,142,Thylacodes,NA,-821,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-821,140,Vermetidae,NA,566851,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-820,143,nimbosa,Fissurella nimbosa,-819,"(Linnaeus, 1758)",1758,NA,NA,NA,Mollusks-Gastropods,2017-06-21,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-819,142,Fisurella,NA,-817,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-817,140,Fisurellidae,NA,69461,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-816,133,Conoidasida,NA,43780,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-815,143,maculicauda,Vieja maculicauda,-814,Regan 1905,NA,NA,NA,NA,Fishes,2017-09-27,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-814,142,Vieja,NA,169770,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-813,143,chagresi,Atherinella chagresi,-812,"(Meek &amp; Hildebrand, 1914)",1914,NA,NA,NA,Fishes,2017-09-26,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-812,142,Atherinella,NA,165984,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-811,143,fluviatilis,Leptophilypnus fluviatilis,-810,"Meek &amp; Hildebrand, 1916",1916,NA,NA,NA,Fishes,2017-09-26,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-810,142,Leptophilypnus,NA,172171,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-809,143,maculatus,Dormitator maculatus,171917,"(Bloch, 1792)",1792,NA,NA,NA,Fishes,2017-09-26,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-808,143,brachyurus lineatus,Microphis brachyurus lineatus,-807,"(Kaup, 1856)",1856,NA,NA,NA,Fishes,2017-09-27,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-807,142,Microphis,NA,-806,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-806,140,Syngnathidae,NA,-805,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-805,136,Syngnathiformes,NA,161061,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-803,143,reynoldsi,Uromunna reynoldsi,92973,"(Frankenberg and Menzies, 1966)",1966,NA,NA,NA,Crustaceans-Isopods,2017-09-27,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-802,143,ziczac,Echinolittorina ziczac,-800,NA,NA,NA,NA,NA,Mollusks-Gastropods,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-800,142,Echinolittorina,NA,70394,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-798,143,mus,Conus mus,NA,"Hwass in Bruguière, 1792",NA,NA,NA,NA,Mollusks-Gastropods,2017-09-26,NA,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-796,140,Conidae,NA,73228,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-795,143,hoplura,Polydora hoplura,66789,Claparède,1869,NA,NA,NA,Annelids-Polychaetes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-793,143,carinata,Bankia carinata,NA,J.E. Gray,1827,NA,NA,NA,Mollusks-Bivalves,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-791,143,pectinifera,Patiria pectinifera,-790,Muller & Troschel,1842,NA,NA,NA,Echinoderms,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-790,142,Patiria,NA,-789,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-789,140,Asterinidae,NA,-784,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-787,136,Valvatida,NA,-786,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-786,133,Asteroidea,NA,156857,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-784,136,Valvatida,NA,156862,NA,NA,NA,NA,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-780,143,sculptum,Temnotrema sculptum,-779,"A. Agassiz, 1864",NA,NA,Admin,NA,Echinoderms,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-779,142,Temnotrema,NA,-778,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-778,140,Temnopleuridae,NA,-777,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-777,136,Camarodonta,NA,157820,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-776,143,longirostris,Exochella longirostris,-774,Julien 1888,NA,NA,Admin,NA,Bryozoans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-775,143,tricuspis,Exochella tricuspis,-774,"Hincks, 1881",NA,NA,Admin,NA,Bryozoans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-774,142,Exochella,NA,-773,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-773,140,Exochellidae,NA,155800,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-772,143,radiata,Patinella radiata,-771,Audouin 1826,NA,NA,Admin,NA,Bryozoans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-771,142,Patinella,NA,-770,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-770,140,Lichenoporidae,NA,-769,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-769,137,Rectangulata,NA,-768,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-768,136,Cyclostomatida,NA,-767,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-767,133,Stenolaemata,NA,155470,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-765,143,cytaeum,Anomia cytaeum,79796,Gray 1850,NA,NA,Admin,NA,Mollusks-Bivalves,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-764,143,bellula,Arbocuspis bellula,-763,Hincks 1881,NA,NA,Admin,NA,Bryozoans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-763,142,Arbocuspis,NA,155858,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-762,143,seta,Mopalia seta,-761,"Jakovleva, 1952",NA,NA,Admin,NA,Mollusks-Chitons,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-761,142,Mopalia,NA,-760,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-760,141,Mopaliinae,NA,-759,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-759,140,Mopaliidae,NA,-758,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-758,139,Mopalioidea,NA,566861,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-757,143,challengeri,Chthamalus challengeri,89591,"Hoek, 1883",NA,NA,Admin,NA,Crustaceans-Barnacles,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-756,143,rosa,Megabalanus rosa,89657,Pilsbry 1916,NA,NA,Admin,NA,Crustaceans-Barnacles,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-754,143,akkeshiensis,Polysiphonia akkeshiensis,13440,Segi 1951,NA,NA,Admin,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-752,143,secundatum,Ceramium secundatum,12978,Lyngbye 1819,NA,NA,Admin,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-750,143,unimaculatus,Siganus unimaculatus,-749,"Evermann & Seale, 1907",NA,NA,Admin,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-749,142,Siganus,NA,-748,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-748,140,Siganidae,NA,172249,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-747,143,cf. simula,Cephalothrix cf. simula,-746,Iwata 1951,NA,NA,Admin,NA,Nemerteans,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-746,142,Cephalothrix,NA,-745,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-745,140,Cephalothricidae,NA,-744,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-744,133,Palaeonemertea,NA,57411,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-743,143,acuminatus,Heniochus acuminatus,169648,"Linnaeus, 1758",NA,NA,Admin,NA,Fishes,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-742,143,spiralis,Fucus spiralis,11334,Linnaeus 1758,NA,NA,Admin,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-741,143,dubyi,Schizymenia dubyi,-740,(Chauvin ex Duby) J.Agardh 1830,NA,NA,Admin,NA,Algae,2040-01-01,NA,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-740,142,Schizymenia,NA,-739,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
-739,140,Schizymeniaceae,NA,-738,NA,NA,NA,Admin,NA,NA,2040-01-01,NA,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
